id,trigger,conditions,script,text,options,notes
gaPZDiktatEncounterComm2,OpenCommLink,"$entity.gaPZ_diktatSecond score:2000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true","The Company $rank appears in your comm display, eerily sedate.

""Captain $playerName. I hope I find you well? I understand you've been involved in a, ah, misunderstanding recently."" The $rank straightens $hisOrHer uniform, clearly uncomfortable. ""I have been ordered to make a statement."" 

$HeOrShe lifts a datapad from out of view and begins reading as a tropical music jingle begins to play over the comms.

""From the office of the Board of Advertisement's Executive Manager, the Sindrian Fuel Company would like to extend a formal apology over your previous encounter with our special self-defense forces over the matter of a, hmm, starship expropriation order was, ah... "" $heOrShe looks away, speaking ""The employee in question acted rashly, without clarifying their orders with central command. The Sindrian Fuel Company would like to inform you that it does not condone the actions of said employee, who's actions have been nothing but a great embarrassment to the name of the Sindrian Fuel Company and Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada.""
","gaPZ_diktatSecondCont:Continue",
gaPZ_diktatSecondCont,DialogOptionSelected,"$option == gaPZ_diktatSecondCont","MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","The Company $rank looks back up at you.

""Rest assured captain, the conspirators of this officer have had their employment to the Company revoked and given free shuttle rides back to their homes. I do hope you will continue your patronage with the Sindrian Fuel Company after this incident."" 

$HeOrShe clears $hisOrHer throat after the speech, then says, ""You and your $shipOrFleet are free to go now, captain. The Sindrian Fuel Company will ensure that no such event will occur in the future.""

""Good day, captain. Your discretion in this matter is acknowledged."" The comms cut out to the logo of the Sindrian Fuel Company.","cutCommLinkNoText:Continue",
GAPZGoAwayTrigger,GAPZGoAwayTrigger,,"MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true",,,
GoAwayAfterDefeatTrigger,GoAwayAfterDefeatTrigger,,"MakeOtherFleetGoAway true",,,
"#END gaPZ second Diktat encounter",,,,,,
,,,,,,
# Nexerlin Starting Faction,,,,,,
sindrian_fuel_nex_NGCPickStartingShips,ExerelinNGCStep3,"$playerFaction == sindrian_diktat
!$sindrian_diktat_ChangeMind","AddText ""Greetings, future employee! Welcome to the Sindrian Fuel Company. I do hope I can convince you to sign on with the best antimatter fuel producer on this side of the Persean Sector. Why if you act now, you'll be entered into the company lottery to meet Volturn-y the Volturnian Lobster in person!""
SetTextHighlightColors ""180,0,120,255"" 
SetTextHighlights ""Sindrian Fuel Company""
AddText ""Now we understand that there are some rumors going around that the company is nothing more than a front for a brutal military dictatorship. Need we remind you that such slander is nothing more than lies spread by jealous rivals like the Hegemony and the Persean League? They want to mislead you into buying their inferior fuel brands!""
SetTextHighlightColors ""245,150,30,255"" ""220,185,20,255""
SetTextHighlights ""Hegemony"" ""Persean League""
AddText ""But we all know that only the best of the best comes from Sindrian Fuel! Now how about it? Ready to join the dream that keeps on going? Ready to to make Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada proud? Well why don't you sign on the dotted line and let's get you fitted for your complimentary pair of company sunglasses!""
SetTextHighlightColors ""180,0,120,255"" ""180,0,120,255""
SetTextHighlights ""Sindrian Fuel"" ""Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada""
$sindrian_diktat_ChangeMind = true 0",,,
chm_sindrian_fuel_nex_NGCPickStartingShips,ExerelinNGCStep3,"$playerFaction == sindrian_diktat
!$sindrian_diktat_ChangeMind","AddText ""Commissioned Crews Bonus: Ships have increased burn level and fuel efficiency on the campaign layer.""
SetTextHighlights Commissioned Crews Bonus
$sindrian_diktat_ChangeMind = true 0",,,
"#END Nexerlin Starting Faction",,,,,,
,,,,,,
# sotf compatibility,,,,,,"PAGSM character interactions/dialogue should be in their respective folders."
,,,,,,
# Sierra Interactions,,,,,,
,,,,,,
# kween sierra,,,,,,
sfcSierrakween1,DialogOptionSelected,"$option == sfcsierrakweenstart","sfcplaymusic ""music_unknown_encounter_neutral""","$Post $personLastName stares at you, still with that unnervingly serene look on $hisOrHer face.

""Ah, looking to introduce someone to met, $PlayerName?"" $personLastName asks, her voice unwavering. ""I hope you're not planning on wasting my time introducing me to some imbecile.""

You tell $himOrHer to wait for a moment as you tap a few buttons on your TriPad.","sfcsierrakween2:Contact Sierra",
sfcSierrakween1a,DialogOptionSelected,"$option == sfcsierrakweenstart
sfcreltrack 50 100","sfcplaymusic ""music_unknown_encounter_friendly""","$Post $personLastName's unnerving smile seems to soften as you ask $himOrHer a question.

""Oh? Have you found someone else who will appreciate my genius, $PlayerName?"" $HeOrShe asks as letting out a short laugh. ""Well, you have been such a good assistant to me. You deserve to indulge in these little selfish requests. So, who's this... friend of yours?""

You tell $himOrHer to wait for a moment as you tap a few buttons on your TriPad.","sfcsierrakween2:Contact Sierra",
sfcSierrakween2,DialogOptionSelected,"$option == sfcsierrakween2
!$global.sfcsierraconvincedmannfred","AddText ""You send a message to Sierra, asking if she would like to meet Kween. After less than a second of waiting, you receive a reply.""
AddTextSmall ""sierra0B: Yunris Kween?"" ""205,155,255,255""
AddTextSmall ""sierra0B: Strange, I don't seem to have much information on her"" ""205,155,255,255""
AddTextSmall ""sierra0B: Well, I do have a few data entries, but it doesn't really paint an interesting picture. Well, I don't mind meeting new people!"" ""205,155,255,255""
AddTextSmall ""sierra0B: Are we doing the delta stunt or can I go full phase dancer around her"" ""205,155,255,255""
$sfckweenmetsierra = true",,"sfcsierrakweenpretend:Have Sierra pretend to be a Delta-Level AI
sfcsierrakweentruth:Let Sierra be herself",
sfcSierrakween2a,DialogOptionSelected,"$option == sfcsierrakween2
$global.sfcsierraconvincedmannfred","AddText ""You send a message to Sierra, asking if she would like to meet Kween. There is a few seconds of delay before you get a response.""
AddTextSmall ""sierra0B: ... Yunris Kween?"" ""205,155,255,255""
AddTextSmall ""sierra0B: Isn't that the woman Mannfred warned us about?"" ""205,155,255,255""
AddTextSmall ""sierra0B: This really doesn't seem like a good idea"" ""205,155,255,255""
$sfckweenmetsierra = true
sfcoptionconfirm sfcsierrakweeninsist ""Do you REALLY think this is a good idea?"" ""Yes."" ""No.""",,"sfcsierrakweenagree:Agree that this is a bad idea.
sfcsierrakweeninsist:Insist everything will be okay.",
sfcSierrakween3a,DialogOptionSelected,"$option == sfcsierrakweenpretend","ShowSecondPerson fs_sierra
SetTextHighlightColors sierraTextColor sierraTextColor sierraTextColor sierraTextColor
SetTextHighlights ""\""Greetings, Miss Yunris Kween!\"""" ""\""My name is Sierra, and I'm a delta-level digital aide powered by a state-of-the-art conversational engine.\"""" ""\""Um,\"""" ""\""It's not a joke, we thought it'd be an enriching exper-\""""
AdjustRepActivePerson SUSPICIOUS -2","Sierra's avatar appears on the commlink, her avatar shaking as her voice rings out. ""Greetings, Miss Yunris Kween!"" she says warmly. ""My name is Sierra, and I'm a delta-level digital aide powered by a state-of-the-art conversational engine.""

$personLastName on her part seems to take notice of Sierra for a moment before turning her attention back to you. ""Oh? You're showing off your AI assistant to me, $PlayerName?"" $HeOrShe asks, $hisOrHer smile changing to a slight frown. ""Is this supposed to be a joke?""

""Um,"" Sierra begins, confusion in her voice. ""It's not a joke, we thought it'd be an enriching exper-""

""I'm a busy person, $PlayerName,"" $personLastName sighs as $heOrShe turns away. ""If you're not going to show me something truly interesting, then you shouldn't bother wasting my time.""

Before you can respond, the commlink goes dark.","sfcsierrakweenneutralend:Continue.",
sfcSierrakween3b,DialogOptionSelected,"$option == sfcsierrakweentruth","ShowSecondPerson fs_sierra
SetTextHighlightColors ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255""
SetTextHighlights ""\""Greetings, Miss Yunris Kween!\"""" ""\""It's a pleasure to meet you. My name is Sierra, and I'm an experimental Domain phasetech AI!\"""" ""\""Um... Miss Kween?\"""" ""\""Is... there something wrong?\""""","Sierra's avatar appears on the commlink, her avatar shaking as her voice rings out. ""Greetings, Miss Yunris Kween!"" she says warmly. ""It's a pleasure to meet you. My name is Sierra, and I'm an experimental Domain phasetech AI!""

The $Post stares at Sierra, $hisOrHer eyes looking intently as $heOrShe does not respond.

""Um... Miss Kween?"" Sierra asks, a hint of confusion in her voice. ""Is... there something wrong?""

$personLastName's mouth seems to twist further into a deeper grin as $hisOrHer eyes turns back to you, $hisOrHer emerald green eyes seemingly shining with unknowable intent.

","sfckweendemandstart:Ask Kween what's wrong.",
sfcSierrakweendemandstart,DialogOptionSelected,"$option == sfckweendemandstart","ShowSecondPerson fs_sierra
SetTextHighlightColors ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255""
SetTextHighlights ""\""A gift!?\"""" ""\""I'm here on my own terms.\"""" ""\""No, no, no,\"""" ""\""I'm a person, not a novelty. You're not getting your hands anywhere near me.\""""
sfcoptionconfirm sfckweendemandsurrender ""Do you REALLY want to give Sierra to Kween?"" ""Yes."" ""No.""","""Oh... you shouldn't have, $PlayerName,"" the $Post says. ""How wonderful of you to bring me a gift.""

""A gift!?"" Sierra echoes. ""I'm here on my own terms.""

""How precious. It thinks it has a say in this,"" $personLastName continues. ""Now then, $PlayerName, would you be so kind and let me see this... Sierra? I always do enjoy researching old Domain-era artifacts.""

""No, no, no,"" Sierra replies harshly, her avatar bristling. ""I'm a person, not a novelty. You're not getting your hands anywhere near me.""

$personLastName only laughs. ""So talkative too! I can't wait to study it. So, care to hand it over, $PlayerName? I'll really appreciate it if you did.""","sfckweendemandsurrender:Gift Sierra to Kween
sfckweendemandresist:Refuse",
sfcSierrakweendemand1a,DialogOptionSelected,"$option == sfckweendemandsurrender","ShowSecondPerson fs_sierra
SetTextHighlightColors ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255""
SetTextHighlights ""\""$PlayerName?\"""" ""\""What are you doing?\"""" ""\""I'm not just letting you two do this,\"""" ""\""If you think I'm handing myself over like this, you're dead wrong.\""""","Sierra's feed suddenly jitters with static as you agree to surrender her over to Kween.

""$PlayerName?"" Sierra questions, her avatar tremblingly wildly. ""What are you doing?""

""Very good, $PlayerName, I knew I could count on you,"" $personLastName says, ignoring Sierra's pleas. ""You truly are a wonderful assistant of mine. Now, just make sure to keep it there so I can have a team pick it up.""

""I'm not just letting you two do this,"" Sierra threatens as her avatar disappears from the commlink. ""If you think this ends right here, you're dead wrong.""

You get a call from your fleet officer informing you that Sierra's ship has just broke from its formation. You notice $personLastName sighing.

""Oh well, I guess I have to get my hands dirty,"" the $Post remarks, as you watch $himOrHer tap away at an off-screen TriPad. ""Yes, go and collect the artifact.""","sfckweendemandbadend1:Continue.",
# sfcSierrakweendemand1aa,DialogOptionSelected,"$option == sfckweendemandsurrender
RollProbability 0.2","ShowSecondPerson fs_sierra
SetTextHighlightColors ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255"" ""205,155,255,255""
SetTextHighlights ""\""$PlayerName?\"""" ""\""What are you doing?\"""" ""\""I'm not just letting you two do this,\"""" ""\""If you think I'm handing myself over like this, you're dead wrong.\""""","Sierra's feed suddenly jitters with static as you agree to surrender her over to Kween.

""$PlayerName?"" Sierra questions, her avatar tremblingly wildly. ""What are you doing?""

""Very good, $PlayerName, I knew I could count on you,"" $personLastName says, ignoring Sierra's pleas. ""You truly are a wonderful assistant of mine. Now, just make sure to keep it there so I can have a team pick it up.""

""I'm not just letting you two do this,"" Sierra threatens as her avatar disappears from the commlink. ""If you think this ends right here, you're dead wrong.""

You get a call from your fleet officer informing you that Sierra's ship has just broke from its formation. You notice $personLastName sighing.

""Oh well, I guess I have to get my hands dirty,"" the $Post remarks, as you watch $himOrHer tap away at an off-screen TriPad. ""Yes, go and collect the artifact.""","sfckweendemandbadend1:Continue.",
